-0.367082978,0.141666667,0.033333333,0.192107223,0.208571429,2.79E-05,0.866666667,0.909803922,0.580392157,0.897897898,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5
-0.381448105,0.155555556,0.022222222,0.157855547,0.2,2.29E-05,0.862745098,0.921568627,0.592156863,0.89017589,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5
0.130908074,0.386111111,0.1,0.199553239,0.301428571,2.90E-05,0.917647059,0.933333333,0.529411765,0.875303875,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0.085418507,0.430555556,0.2,0.180193596,0.377142857,2.62E-05,0.933333333,0.933333333,0.478431373,0.888173888,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
-0.369477166,0.125,0.022222222,0.113924051,0.207142857,1.65E-05,0.862745098,0.917647059,0.588235294,0.882596883,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5
-0.40778417,0.366666667,0.066666667,0.223380491,0.187142857,3.24E-05,0.901960784,0.929411765,0.549019608,0.862433862,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
-0.343141101,0.125,0.077777778,0.201042442,0.215714286,2.92E-05,0.870588235,0.882352941,0.541176471,0.894608895,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5
-0.345535288,0.136111111,0.044444444,0.174236783,0.218571429,2.53E-05,0.870588235,0.901960784,0.564705882,0.890604891,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5
-0.316805035,0.125,0.1,0.178704393,0.288571429,2.59E-05,0.874509804,0.866666667,0.521568627,0.892892893,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5
-0.328775974,0.163888889,0.111111111,0.183916605,0.224285714,2.67E-05,0.894117647,0.858823529,0.48627451,0.890890891,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5
-0.328775974,0.558333333,0.044444444,0.134028295,0.281428571,1.95E-05,0.854901961,0.952941176,0.631372549,0.88974689,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
